"16","kinki-shrine-temple-sites-v5-nested-016","白山神社本殿","神社建築","重要文化財","石川県","北陸甲信","37.409412","137.213883","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-788","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"17","kinki-shrine-temple-sites-v5-nested-017","鹽竈神社","神社建築","重要文化財","宮城県","東北","38.318419","141.012460","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3750","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"18","kinki-shrine-temple-sites-v5-nested-018","厳島神社摂社大国神社本殿","神社建築","重要文化財","広島県","中国","34.295676","132.319814","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3176","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"19","kinki-shrine-temple-sites-v5-nested-019","日枝神社本殿","神社建築","重要文化財","埼玉県","関東","35.916974","139.489837","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-443","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"20","kinki-shrine-temple-sites-v5-nested-020","宇志比古神社本殿","神社建築","重要文化財","徳島県","四国","34.162103","134.536902","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3695","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"21","kinki-shrine-temple-sites-v5-nested-021","東照宮","神社建築","重要文化財","愛知県","東海","34.978832","137.586222","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1286","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"22","kinki-shrine-temple-sites-v5-nested-022","有馬家霊屋","神社建築","重要文化財","福岡県","九州","33.322422","130.498731","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-00005174","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"23","kinki-shrine-temple-sites-v5-nested-023","雄山神社前立社壇本殿","神社建築","重要文化財","富山県","北陸甲信","36.607845","137.315265","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-739","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"24","kinki-shrine-temple-sites-v5-nested-024","佐太神社","神社建築","重要文化財","島根県","中国","35.508779","133.006452","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2967","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"25","kinki-shrine-temple-sites-v5-nested-025","相馬中村神社本殿・幣殿・拝殿","神社建築","重要文化財","福島県","東北","37.797369","140.912979","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-209","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"26","kinki-shrine-temple-sites-v5-nested-026","雑司ケ谷鬼子母神堂","神社建築","重要文化財","東京都","関東","35.722106","139.713342","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-00004878","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"27","kinki-shrine-temple-sites-v5-nested-027","庫蔵寺鎮守堂","神社建築","重要文化財","三重県","東海","34.448388","136.819218","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1307","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"28","kinki-shrine-temple-sites-v5-nested-028","宇佐神宮本殿","神社建築","国宝","大分県","九州","33.523479","131.377160","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3600","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"29","kinki-shrine-temple-sites-v5-nested-029","一乗寺妙見堂","神社建築","重要文化財","兵庫県","近畿","34.859548","134.818601","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2389","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"30","kinki-shrine-temple-sites-v5-nested-030","神谷神社本殿","神社建築","国宝","香川県","四国","34.324839","133.916761","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3287","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"31","kinki-shrine-temple-sites-v5-nested-031","木幡神社楼門","神社建築","重要文化財","栃木県","関東","36.790195","139.933127","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-380","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"32","kinki-shrine-temple-sites-v5-nested-032","白山神社本殿","神社建築","重要文化財","長野県","北陸甲信","36.970728","138.446833","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-960","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"33","kinki-shrine-temple-sites-v5-nested-033","神魂神社本殿","神社建築","国宝","島根県","中国","35.425503","133.084250","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2951","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"34","kinki-shrine-temple-sites-v5-nested-034","大崎八幡宮長床","神社建築","重要文化財","宮城県","東北","38.272261","140.845010","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-117","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"35","kinki-shrine-temple-sites-v5-nested-035","久能山東照宮","神社建築","国宝","静岡県","東海","34.964821","138.467591","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1111","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"36","kinki-shrine-temple-sites-v5-nested-036","天神社本殿","神社建築","重要文化財","奈良県","近畿","34.680369","135.991025","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2678","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"37","kinki-shrine-temple-sites-v5-nested-037","二荒山神社","神社建築","重要文化財","栃木県","関東","36.758770","139.595992","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-375","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"38","kinki-shrine-temple-sites-v5-nested-038","大野老松天満社旧本殿","神社建築","重要文化財","大分県","九州","33.206274","130.914192","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3617","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"39","kinki-shrine-temple-sites-v5-nested-039","八幡神社拝殿","神社建築","重要文化財","兵庫県","近畿","34.864310","134.961565","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2381","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"40","kinki-shrine-temple-sites-v5-nested-040","中牧神社本殿","神社建築","重要文化財","山梨県","北陸甲信","35.756864","138.707057","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-881","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"41","kinki-shrine-temple-sites-v5-nested-041","浜名惣社神明宮本殿","神社建築","重要文化財","静岡県","東海","34.811771","137.552853","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1181","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"42","kinki-shrine-temple-sites-v5-nested-042","八幡神社鳥居","神社建築","重要文化財","岡山県","中国","34.720068","133.807545","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3000","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"43","kinki-shrine-temple-sites-v5-nested-043","八幡神社","神社建築","重要文化財","秋田県","東北","40.274065","140.571916","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-157","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"44","kinki-shrine-temple-sites-v5-nested-044","大山祇神社本殿(宝殿)","神社建築","重要文化財","愛媛県","四国","34.247834","133.005989","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3388","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"45","kinki-shrine-temple-sites-v5-nested-045","雷電神社末社八幡宮稲荷神社社殿","神社建築","重要文化財","群馬県","関東","36.227842","139.607672","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-430","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"46","kinki-shrine-temple-sites-v5-nested-046","柞原八幡宮","神社建築","重要文化財","大分県","九州","33.237191","131.551137","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-00004540","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"47","kinki-shrine-temple-sites-v5-nested-047","聖神社","神社建築","重要文化財","大阪府","近畿","34.500933","135.447268","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2203","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"48","kinki-shrine-temple-sites-v5-nested-048","八幡宮本殿","神社建築","重要文化財","茨城県","関東","36.387882","140.459778","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-232","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"49","kinki-shrine-temple-sites-v5-nested-049","六所神社","神社建築","重要文化財","愛知県","東海","34.949437","137.168476","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1208","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"50","kinki-shrine-temple-sites-v5-nested-050","葛山落合神社本殿","神社建築","重要文化財","長野県","北陸甲信","36.671368","138.129790","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-910","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"51","kinki-shrine-temple-sites-v5-nested-051","古熊神社本殿","神社建築","重要文化財","山口県","中国","34.178693","131.488731","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3208","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"52","kinki-shrine-temple-sites-v5-nested-052","八幡神社","神社建築","重要文化財","山形県","東北","38.741639","140.316454","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-191","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"53","kinki-shrine-temple-sites-v5-nested-053","宗像神社辺津宮本殿","神社建築","重要文化財","福岡県","九州","33.818449","130.511622","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3487","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"54","kinki-shrine-temple-sites-v5-nested-054","御霊神社本殿","神社建築","重要文化財","兵庫県","近畿","34.899701","135.203034","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2385","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"55","kinki-shrine-temple-sites-v5-nested-055","鶴岡八幡宮末社丸山稲荷社本殿","神社建築","重要文化財","神奈川県","関東","35.326158","139.555664","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-605","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"56","kinki-shrine-temple-sites-v5-nested-056","不破八幡宮本殿","神社建築","重要文化財","高知県","四国","32.980785","132.937367","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3443","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"57","kinki-shrine-temple-sites-v5-nested-057","大縣神社","神社建築","重要文化財","愛知県","東海","35.330295","136.967410","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1252","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"58","kinki-shrine-temple-sites-v5-nested-058","押立神社本殿","神社建築","重要文化財","滋賀県","近畿","35.144628","136.238208","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1502","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"59","kinki-shrine-temple-sites-v5-nested-059","白山宮本殿","神社建築","重要文化財","富山県","北陸甲信","36.411305","136.930814","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-743","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"60","kinki-shrine-temple-sites-v5-nested-060","樗谿神社","神社建築","重要文化財","鳥取県","中国","35.500988","134.246043","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2931","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"61","kinki-shrine-temple-sites-v5-nested-061","神明社観音堂","神社建築","重要文化財","秋田県","東北","39.892808","140.080664","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-167","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"62","kinki-shrine-temple-sites-v5-nested-062","貫前神社","神社建築","重要文化財","群馬県","関東","36.255052","138.857638","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-413","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"63","kinki-shrine-temple-sites-v5-nested-063","風浪神社本殿","神社建築","重要文化財","福岡県","九州","33.211202","130.386812","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3480","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"64","kinki-shrine-temple-sites-v5-nested-064","津島神社本殿","神社建築","重要文化財","愛知県","東海","35.177788","136.718493","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1232","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"65","kinki-shrine-temple-sites-v5-nested-065","日吉大社東本宮本殿及び拝殿","神社建築","国宝","滋賀県","近畿","35.073436","135.865002","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1346","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"66","kinki-shrine-temple-sites-v5-nested-066","綱神社本殿","神社建築","重要文化財","栃木県","関東","36.451735","140.139924","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-393","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"67","kinki-shrine-temple-sites-v5-nested-067","鳴無神社","神社建築","重要文化財","高知県","四国","33.414161","133.368989","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3441","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"68","kinki-shrine-temple-sites-v5-nested-068","高良大社","神社建築","重要文化財","福岡県","九州","33.301630","130.565872","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3470","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"69","kinki-shrine-temple-sites-v5-nested-069","窪八幡神社摂社若宮八幡神社本殿","神社建築","重要文化財","山梨県","北陸甲信","35.704940","138.689883","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-868","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"70","kinki-shrine-temple-sites-v5-nested-070","妙本寺番神堂","神社建築","重要文化財","岡山県","中国","34.809760","133.704363","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3091","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"71","kinki-shrine-temple-sites-v5-nested-071","八幡神社鳥居","神社建築","重要文化財","山形県","東北","38.202392","140.320514","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-178","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"72","kinki-shrine-temple-sites-v5-nested-072","富士浅間宮本殿","神社建築","重要文化財","静岡県","東海","34.767046","137.950403","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1154","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"73","kinki-shrine-temple-sites-v5-nested-073","春日大社本社","神社建築","国宝","奈良県","近畿","34.681579","135.848466","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2533","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"74","kinki-shrine-temple-sites-v5-nested-074","有章院（徳川家継）霊廟二天門","神社建築","重要文化財","東京都","関東","35.659156","139.750362","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-514","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"75","kinki-shrine-temple-sites-v5-nested-075","香椎宮本殿","神社建築","重要文化財","福岡県","九州","33.654651","130.443436","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3463","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"76","kinki-shrine-temple-sites-v5-nested-076","福王子神社","神社建築","重要文化財","京都府","近畿","35.028954","135.709102","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1898","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"77","kinki-shrine-temple-sites-v5-nested-077","尾崎神社","神社建築","重要文化財","石川県","北陸甲信","36.569193","136.657675","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-749","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"78","kinki-shrine-temple-sites-v5-nested-078","吉備津神社北随神門","神社建築","重要文化財","岡山県","中国","34.671131","133.850657","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-2995","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"79","kinki-shrine-temple-sites-v5-nested-079","尾張大国霊神社楼門","神社建築","重要文化財","愛知県","東海","35.255740","136.805473","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1262","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"80","kinki-shrine-temple-sites-v5-nested-080","波宇志別神社神楽殿","神社建築","重要文化財","秋田県","東北","39.367791","140.365707","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-171","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"81","kinki-shrine-temple-sites-v5-nested-081","鹿島神宮","神社建築","重要文化財","茨城県","関東","35.968775","140.631540","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-249","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"82","kinki-shrine-temple-sites-v5-nested-082","一宮神社本殿","神社建築","重要文化財","徳島県","四国","34.037874","134.462554","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-3248","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"83","kinki-shrine-temple-sites-v5-nested-083","出雲大神宮本殿","神社建築","重要文化財","京都府","近畿","35.059439","135.578417","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-1979","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"84","kinki-shrine-temple-sites-v5-nested-084","厳有院霊廟勅額門及び水盤舎","神社建築","重要文化財","東京都","関東","35.720284","139.776968","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-541","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
"85","kinki-shrine-temple-sites-v5-nested-085","高千穂神社本殿","神社建築","重要文化財","宮崎県","九州","32.706488","131.301910","文化庁・国指定文化財等DB","https://kunishitei.bunka.go.jp/bsys/index","102-00003883","文化庁DBの緯度・経度欄","official-background","shrine/temple official pool; region+category quotas; 2km spacing; deterministic SHA-256 rank"
